accM18_0 =  0.85263 +/- 0.0085529 L(0 - 10) 
accM18_1 =  0.93599 +/- 0.0097438 L(0 - 10) 
accM18_2 =  0.98777 +/- 0.0060170 L(0 - 10) 
accM18_3 =  0.97498 +/- 0.0098142 L(0 - 10) 
accM18_4 =  1.0000 +/- 0.048767 C L(0 - 10) 
accM18_5 =  1.0000 +/- 0.011497 L(0 - 10) 
accM18_6 =  1.0140 +/- 0.013151 L(0 - 10) 
accM18_7 =  0.98052 +/- 0.021917 L(0 - 10) 
accM18_8 =  0.95123 +/- 0.015347 L(0 - 10) 
accD18_0 =  0.85319 +/- 0.015114 L(0 - 10) 
accD18_1 =  0.94314 +/- 0.017203 L(0 - 10) 
accD18_2 =  0.98932 +/- 0.010491 L(0 - 10) 
accD18_3 =  0.96955 +/- 0.016956 L(0 - 10) 
accD18_4 =  1.0000 +/- 0.047319 C L(0 - 10) 
accD18_5 =  0.97165 +/- 0.019096 L(0 - 10) 
accD18_6 =  1.0219 +/- 0.021269 L(0 - 10) 
accD18_7 =  0.90083 +/- 0.033814 L(0 - 10) 
accD18_8 =  0.90354 +/- 0.023131 L(0 - 10) 
accR18_0 =  0.99011 +/- 0.015408 L(0 - 10) 
accR18_1 =  1.0015 +/- 0.016456 L(0 - 10) 
accR18_2 =  1.0127 +/- 0.0097115 L(0 - 10) 
accR18_3 =  0.99261 +/- 0.015623 L(0 - 10) 
accR18_4 =  1.0000 +/- 0.040178 C L(0 - 10) 
accR18_5 =  0.97482 +/- 0.017369 L(0 - 10) 
accR18_6 =  1.0252 +/- 0.019501 L(0 - 10) 
accR18_7 =  0.94729 +/- 0.032060 L(0 - 10) 
accR18_8 =  0.96348 +/- 0.022362 L(0 - 10) 
ftau =  0.92610 C L(-INF - +INF) 
DeltaG =  0.0000 C L(-INF - +INF) 
tau_conD =  1.6380 C L(1.5 - 1.7) 
tau_sigM =  1.5170 C L(1.5 - 1.65) 
tau_conM =  1.6380 C L(1.5 - 1.7) 
res_muD =  0.0000 C L(-0.1 - 0.1) // [ps]
res_muM =  0.0000 C L(-0.1 - 0.1) // [ps]
s18_D0 =  0.0098533 C L(-INF - +INF) 
s18_D1 =  0.49439 C L(-INF - +INF) 
s18_D2 =  9.0748 C L(-INF - +INF) 
s18_M0 =  0.0057001 +/- 0.00020163 C L(0 - 0.1) 
s18_M1 =  0.65188 +/- 0.0034896 C L(-20 - 20) 
s18_M2 =  3.9518 +/- 0.065731 C L(-20 - 20) 
