accM16_0 =  0.33025 +/- 0.025462 L(0 - 10) 
accM16_1 =  0.51886 +/- 0.034297 L(0 - 10) 
accM16_2 =  0.71418 +/- 0.025829 L(0 - 10) 
accM16_3 =  0.97087 +/- 0.065097 L(0 - 10) 
accM16_4 =  1.0000 +/- 0.054681 C L(0 - 10) 
accM16_5 =  0.96330 +/- 0.061986 L(0 - 10) 
accM16_6 =  1.0801 +/- 0.081937 L(0 - 10) 
accM16_7 =  0.76398 +/- 0.12662 L(0 - 10) 
accM16_8 =  1.0324 +/- 0.088242 L(0 - 10) 
accD16_0 =  0.36429 +/- 0.032968 L(0 - 10) 
accD16_1 =  0.50081 +/- 0.040335 L(0 - 10) 
accD16_2 =  0.72586 +/- 0.031450 L(0 - 10) 
accD16_3 =  0.88807 +/- 0.074465 L(0 - 10) 
accD16_4 =  1.0000 +/- 0.053594 C L(0 - 10) 
accD16_5 =  0.91813 +/- 0.071397 L(0 - 10) 
accD16_6 =  1.0032 +/- 0.092243 L(0 - 10) 
accD16_7 =  0.60716 +/- 0.13072 L(0 - 10) 
accD16_8 =  0.94413 +/- 0.098047 L(0 - 10) 
accR16_0 =  0.71513 +/- 0.057628 L(0 - 10) 
accR16_1 =  0.71083 +/- 0.053922 L(0 - 10) 
accR16_2 =  0.82565 +/- 0.034619 L(0 - 10) 
accR16_3 =  0.89635 +/- 0.074320 L(0 - 10) 
accR16_4 =  1.0000 +/- 0.047490 C L(0 - 10) 
accR16_5 =  0.90683 +/- 0.068511 L(0 - 10) 
accR16_6 =  1.0031 +/- 0.088891 L(0 - 10) 
accR16_7 =  0.63253 +/- 0.12936 L(0 - 10) 
accR16_8 =  0.96914 +/- 0.096858 L(0 - 10) 
ftau =  0.92610 C L(-INF - +INF) 
DeltaG =  0.0000 C L(-INF - +INF) 
tau_conD =  1.6380 C L(1.5 - 1.7) 
tau_sigM =  1.5170 C L(1.5 - 1.65) 
tau_conM =  1.6380 C L(1.5 - 1.7) 
res_muD =  0.0000 C L(-0.1 - 0.1) // [ps]
res_muM =  0.0000 C L(-0.1 - 0.1) // [ps]
s16_D0 =  0.0098533 C L(-INF - +INF) 
s16_D1 =  0.49439 C L(-INF - +INF) 
s16_D2 =  9.0748 C L(-INF - +INF) 
s16_M0 =  0.0057001 +/- 0.00020163 C L(0 - 0.1) 
s16_M1 =  0.65188 +/- 0.0034896 C L(-20 - 20) 
s16_M2 =  3.9518 +/- 0.065731 C L(-20 - 20) 
