accM16_0 =  0.78970 +/- 0.017126 L(0 - 10) 
accM16_1 =  0.89733 +/- 0.020377 L(0 - 10) 
accM16_2 =  0.95055 +/- 0.012842 L(0 - 10) 
accM16_3 =  0.97656 +/- 0.022388 L(0 - 10) 
accM16_4 =  1.0000 +/- 0.054681 C L(0 - 10) 
accM16_5 =  0.98804 +/- 0.024652 L(0 - 10) 
accM16_6 =  0.98414 +/- 0.025321 L(0 - 10) 
accM16_7 =  0.96338 +/- 0.047301 L(0 - 10) 
accM16_8 =  0.97019 +/- 0.028286 L(0 - 10) 
accD16_0 =  0.81760 +/- 0.023051 L(0 - 10) 
accD16_1 =  0.86548 +/- 0.026331 L(0 - 10) 
accD16_2 =  0.95835 +/- 0.017064 L(0 - 10) 
accD16_3 =  0.93872 +/- 0.028948 L(0 - 10) 
accD16_4 =  1.0000 +/- 0.053594 C L(0 - 10) 
accD16_5 =  0.94720 +/- 0.030899 L(0 - 10) 
accD16_6 =  0.97113 +/- 0.030388 L(0 - 10) 
accD16_7 =  0.85212 +/- 0.054271 L(0 - 10) 
accD16_8 =  0.87791 +/- 0.030693 L(0 - 10) 
accR16_0 =  0.93477 +/- 0.024696 L(0 - 10) 
accR16_1 =  0.92652 +/- 0.026566 L(0 - 10) 
accR16_2 =  0.98414 +/- 0.016679 L(0 - 10) 
accR16_3 =  0.96392 +/- 0.027934 L(0 - 10) 
accR16_4 =  1.0000 +/- 0.047490 C L(0 - 10) 
accR16_5 =  0.94375 +/- 0.029170 L(0 - 10) 
accR16_6 =  0.98236 +/- 0.029312 L(0 - 10) 
accR16_7 =  0.86553 +/- 0.053771 L(0 - 10) 
accR16_8 =  0.92132 +/- 0.030580 L(0 - 10) 
ftau =  0.92610 C L(-INF - +INF) 
DeltaG =  0.0000 C L(-INF - +INF) 
tau_conD =  1.6380 C L(1.5 - 1.7) 
tau_sigM =  1.5170 C L(1.5 - 1.65) 
tau_conM =  1.6380 C L(1.5 - 1.7) 
res_muD =  0.0000 C L(-0.1 - 0.1) // [ps]
res_muM =  0.0000 C L(-0.1 - 0.1) // [ps]
s16_D0 =  0.0098533 C L(-INF - +INF) 
s16_D1 =  0.49439 C L(-INF - +INF) 
s16_D2 =  9.0748 C L(-INF - +INF) 
s16_M0 =  0.0057001 +/- 0.00020163 C L(0 - 0.1) 
s16_M1 =  0.65188 +/- 0.0034896 C L(-20 - 20) 
s16_M2 =  3.9518 +/- 0.065731 C L(-20 - 20) 
